May Drug Tariff Part VIIIB,,,,,,,
,,,,,,,
VMP Snomed Code,VMPP Snomed Code,Medicine,Pack size,,Formulations,Spec Cont Ind,Basic Price
8528611000001105,8521811000001103,Hydralazine 10mg/5ml oral suspension,1,ml,"SF, LF, AF, NSF, STD, FF",,1
8528611000001105,37801611000001100,Hydralazine 10mg/5ml oral suspension,100,ml,"SF, LF, AF, NSF, STD, FF",,4412
41901811000001109,16047911000001106,Hydroquinone 4% cream,1,gram,STD,,3
41901811000001109,30931011000001103,Hydroquinone 4% cream,30,gram,STD,,5707
8560011000001105,8539411000001101,Hydroxychloroquine 200mg/5ml oral suspension,1,ml,"SF, STD, CF, NSF, AF, FF, LF",,8
8560011000001105,29562611000001103,Hydroxychloroquine 200mg/5ml oral suspension,100,ml,"SF, STD, CF, NSF, AF, FF, LF",,1885
35577711000001105,35570811000001101,Hydroxyzine 10mg/5ml oral suspension,1,ml,"SF, STD, AF, NSF, CF, FF, PF",,6
35577711000001105,37490711000001108,Hydroxyzine 10mg/5ml oral suspension,100,ml,"SF, STD, AF, NSF, CF, FF, PF",,9242
8560311000001108,8539711000001107,Hyoscine butylbromide 10mg/5ml oral solution,1,ml,"SF, STD, AF, CF, FF, LF, NSF, PF",,1
8560311000001108,22247511000001108,Hyoscine butylbromide 10mg/5ml oral solution,100,ml,"SF, STD, AF, CF, FF, LF, NSF, PF",,2459
8560411000001101,8540311000001100,Hyoscine butylbromide 10mg/5ml oral suspension,1,ml,"STD, NSF, AF, CF, FF, LF",,13
8560411000001101,22247711000001103,Hyoscine butylbromide 10mg/5ml oral suspension,100,ml,"STD, NSF, AF, CF, FF, LF",,1691
8560711000001107,8541011000001107,Hyoscine hydrobromide 300micrograms/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,6
8560711000001107,21311211000001100,Hyoscine hydrobromide 300micrograms/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1470
21514811000001100,21311711000001107,Hyoscine hydrobromide 300micrograms/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,16
21514811000001100,21311811000001104,Hyoscine hydrobromide 300micrograms/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1917
8560811000001104,8541811000001101,Hyoscine hydrobromide 500micrograms/5ml oral solution,1,ml,"SF, STD, LF, AF, FF, CF",,13
8560811000001104,22240411000001105,Hyoscine hydrobromide 500micrograms/5ml oral solution,100,ml,"SF, STD, LF, AF, FF, CF",,1760
19947211000001100,19903011000001106,Hyoscine hydrobromide 500micrograms/5ml oral suspension,1,ml,"SF, STD, AF, LF, NSF, CF, FF",,5
19947211000001100,22081611000001102,Hyoscine hydrobromide 500micrograms/5ml oral suspension,100,ml,"SF, STD, AF, LF, NSF, CF, FF",,1631
21578911000001105,21575111000001102,Indapamide 2.5mg/5ml oral suspension,1,ml,"SF, STD, AF, CF, FF, LF, NSF, PF",,1
21578911000001105,38348411000001105,Indapamide 2.5mg/5ml oral suspension,150,ml,"SF, STD, AF, CF, FF, LF, NSF, PF",,6927
42105711000001102,8545611000001102,Indometacin 25mg/5ml oral suspension,1,ml,"SF, NSF, STD, AF, FF, LF, CF",,14
42105711000001102,22240611000001108,Indometacin 25mg/5ml oral suspension,100,ml,"SF, NSF, STD, AF, FF, LF, CF",,4035
8562611000001102,8548811000001107,Isoniazid 50mg/5ml oral solution,1,ml,"SF, STD, LF, CF, AF, NSF",,6
8562611000001102,21251611000001100,Isoniazid 50mg/5ml oral solution,500,ml,"SF, STD, LF, CF, AF, NSF",,4089
8580011000001107,8552011000001102,Isosorbide mononitrate 20mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,10
8580011000001107,24437011000001108,Isosorbide mononitrate 20mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1407
8579511000001104,8554711000001105,Ketamine 50mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, FF, AF",,10
8579511000001104,20431411000001105,Ketamine 50mg/5ml oral solution,200,ml,"SF, STD, LF, CF, NSF, FF, AF",,3680
20478811000001104,20431911000001102,Ketamine 50mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, FF, AF",,6
20478811000001104,20432011000001109,Ketamine 50mg/5ml oral suspension,200,ml,"SF, STD, LF, CF, NSF, FF, AF",,5271
15536711000001106,15536311000001107,Lansoprazole 15mg/5ml oral solution,1,ml,"SF, STD, NSF, LF",,8
15536711000001106,40453711000001102,Lansoprazole 15mg/5ml oral solution,100,ml,"SF, STD, NSF, LF",,1670
15632711000001100,15619311000001102,Lansoprazole 15mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, FF, CF, LF",,2
15632711000001100,22248111000001103,Lansoprazole 15mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, FF, CF, LF",,2333
14014211000001107,13984211000001100,Lansoprazole 30mg/5ml oral solution,1,ml,"SF, STD, NSF, LF",,2
14014211000001107,40453911000001100,Lansoprazole 30mg/5ml oral solution,100,ml,"SF, STD, NSF, LF",,2268
14014311000001104,13984711000001107,Lansoprazole 30mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, CF, LF, FF",,8
14014311000001104,22248811000001105,Lansoprazole 30mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, CF, LF, FF",,1563
13821911000001109,13820711000001104,Lansoprazole 5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,2
13821911000001109,23392711000001106,Lansoprazole 5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1474
8582811000001100,8566411000001104,Levomepromazine 2.5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,3
8582811000001100,27877111000001108,Levomepromazine 2.5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,3174
12646911000001102,12627611000001107,Levomepromazine 6mg/5ml oral suspension,1,ml,"SF, STD, AF, CF, FF, LF, NSF",,17
12646911000001102,38022011000001100,Levomepromazine 6mg/5ml oral suspension,100,ml,"SF, STD, AF, CF, FF, LF, NSF",,8534
41742111000001109,3764411000001107,Lidocaine 2% gel,15,ml,"STD, CF, AF",Special container,2800
8622311000001106,8592611000001100,Lisinopril 20mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,8
8622311000001106,27877711000001109,Lisinopril 20mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,3716
8622411000001104,8593311000001100,Lisinopril 20mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,12
8622411000001104,27877911000001106,Lisinopril 20mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,2496
8623511000001107,8594411000001105,Loperamide 25mg/5ml oral solution,1,ml,"SF, STD, FF, NSF, AF, LF, CF",,3
8623511000001107,24438011000001109,Loperamide 25mg/5ml oral solution,100,ml,"SF, STD, FF, NSF, AF, LF, CF",,3578
8623711000001102,8594811000001107,Loperamide 25mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,1
8623711000001102,23393011000001100,Loperamide 25mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,3377
8624311000001104,8596111000001107,Lorazepam 1mg/5ml oral solution,1,ml,"SF, LF, CF, STD, NSF, AF",,1
8624311000001104,19597711000001108,Lorazepam 1mg/5ml oral solution,150,ml,"SF, LF, CF, STD, NSF, AF",,2758
8624511000001105,8596711000001108,Lorazepam 1mg/5ml oral suspension,1,ml,"SF, LF, CF, NSF, STD, AF, FF",,4
8624511000001105,19598411000001103,Lorazepam 1mg/5ml oral suspension,100,ml,"SF, LF, CF, NSF, STD, AF, FF",,4460
8659611000001107,8598511000001102,Lorazepam 500micrograms/5ml oral solution,1,ml,"SF, LF, CF, STD, AF",,2
8659611000001107,19598811000001101,Lorazepam 500micrograms/5ml oral solution,150,ml,"SF, LF, CF, STD, AF",,2017
8659811000001106,8599411000001109,Lorazepam 500micrograms/5ml oral suspension,1,ml,"SF, LF, CF, NSF, STD, FF, AF",,4
8659811000001106,19599211000001107,Lorazepam 500micrograms/5ml oral suspension,100,ml,"SF, LF, CF, NSF, STD, FF, AF",,3213
14159411000001106,14084711000001103,Losartan 50mg/5ml oral solution,1,ml,"SF, STD, FF",,7
14159411000001106,42057011000001105,Losartan 50mg/5ml oral solution,100,ml,"SF, STD, FF",,2207
14159511000001105,14085411000001105,Losartan 50mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,2
14159511000001105,24438211000001104,Losartan 50mg/5ml oral suspension,150,ml,"SF, STD, LF, CF, NSF, AF, FF",,2846
8661411000001104,8603611000001101,Magnesium glycerophosphate (magnesium 97.2mg/5ml (4mmol/5ml)) oral solution,1,ml,"SF, STD, FF, AF, CF, LF",,5
8661411000001104,29562911000001109,Magnesium glycerophosphate (magnesium 97.2mg/5ml (4mmol/5ml)) oral solution,200,ml,"SF, STD, FF, AF, CF, LF",,962
28012811000001102,27878111000001109,Melatonin 2.5mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,13
28012811000001102,27878211000001103,Melatonin 2.5mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1636
8662911000001101,8609111000001107,Melatonin 2.5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,12
8662911000001101,27878611000001101,Melatonin 2.5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1882
12700111000001104,12688611000001103,Melatonin 2mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,3
12700111000001104,23393211000001105,Melatonin 2mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,1294
12700211000001105,12688011000001105,Melatonin 2mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,4
12700211000001105,23393411000001109,Melatonin 2mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,1941
12700311000001102,12689211000001105,Melatonin 3mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, FF, AF",,9
12700311000001102,23393611000001107,Melatonin 3mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, FF, AF",,1164
12700411000001109,12688911000001109,Melatonin 3mg/5ml oral suspension,1,ml,"SF, STD, LF, NSF, AF, CF, FF, PF",,3
12700411000001109,23393811000001106,Melatonin 3mg/5ml oral suspension,100,ml,"SF, STD, LF, NSF, AF, CF, FF, PF",,2883
12700611000001107,12689511000001108,Melatonin 4mg/5ml oral suspension,1,ml,"SF, LF, AF, STD, NSF, CF, FF, PF",,1
12700611000001107,37802211000001109,Melatonin 4mg/5ml oral suspension,150,ml,"SF, LF, AF, STD, NSF, CF, FF, PF",,19425
8663411000001100,8612211000001106,Menadiol 5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,20
8663411000001100,23394011000001103,Menadiol 5mg/5ml oral suspension,30,ml,"SF, STD, LF, CF, NSF, AF, FF",,3468
12390711000001102,12320411000001103,Methylphenidate 5mg/5ml oral solution,1,ml,"SF, AF, STD",,6
12390711000001102,42336111000001106,Methylphenidate 5mg/5ml oral solution,60,ml,"SF, AF, STD",,1159
28012911000001107,27878811000001102,Methylphenidate 5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,6
28012911000001107,27878911000001107,Methylphenidate 5mg/5ml oral suspension,150,ml,"SF, STD, LF, CF, NSF, AF, FF",,2640
8668211000001107,8632911000001105,Metoprolol 12.5mg/5ml oral solution,1,ml,"SF, STD, LF, CF, AF, NSF",,4
8668211000001107,22249611000001102,Metoprolol 12.5mg/5ml oral solution,150,ml,"SF, STD, LF, CF, AF, NSF",,1956
8668411000001106,8633511000001105,Metoprolol 12.5mg/5ml oral suspension,1,ml,"SF, STD, AF, NSF, CF, LF, FF, PF",,9
8668411000001106,22058711000001105,Metoprolol 12.5mg/5ml oral suspension,100,ml,"SF, STD, AF, NSF, CF, LF, FF, PF",,637
8668911000001103,8635311000001103,Metoprolol 50mg/5ml oral solution,1,ml,"SF, STD, LF, CF, AF, NSF",,1
8668911000001103,27879311000001100,Metoprolol 50mg/5ml oral solution,150,ml,"SF, STD, LF, CF, AF, NSF",,4516
16131011000001109,16127511000001105,Nadolol 20mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,9
16131011000001109,30852811000001108,Nadolol 20mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,6799
16110011000001107,16104211000001107,Nadolol 30mg/5ml oral suspension,1,ml,"SF, STD, LF, AF, FF, CF, NSF",,1
16110011000001107,30853511000001103,Nadolol 30mg/5ml oral suspension,100,ml,"SF, STD, LF, AF, FF, CF, NSF",,11422
12300811000001107,12249911000001109,Nadolol 40mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, LF, FF, CF, PF",,7
12300811000001107,30853911000001105,Nadolol 40mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, LF, FF, CF, PF",,2255
16110211000001102,16106311000001105,Naltrexone 5mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,5
16110211000001102,29948911000001109,Naltrexone 5mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,2860
16110311000001105,16106611000001100,Naltrexone 5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,1
16110311000001105,24438811000001103,Naltrexone 5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,3837
12301411000001101,12257511000001107,Naproxen 200mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,12
12301411000001101,22248511000001107,Naproxen 200mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1851
14614911000001109,16093811000001100,Neomycin 0.5% cream,1,gram,STD,,1
14614911000001109,5188911000001109,Neomycin 0.5% cream,15,gram,STD,,4823
8670111000001106,8640311000001109,Nifedipine 10mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,3
8670111000001106,23394211000001108,Nifedipine 10mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1875
8670311000001108,8642111000001106,Nifedipine 5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,5
8670311000001108,27880211000001108,Nifedipine 5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1694
42132511000001105,8642011000001105,Nitrazepam 5mg/5ml oral suspension,1,ml,"SF, STD, LF, FF, AF, CF",,36
42132511000001105,34861911000001104,Nitrazepam 5mg/5ml oral suspension,100,ml,"SF, STD, LF, FF, AF, CF",,12143
14015811000001109,13973011000001101,Olanzapine 2.5mg/5ml oral solution,1,ml,STD,,4
14015811000001109,43057311000001101,Olanzapine 2.5mg/5ml oral solution,100,ml,STD,,3262
14015911000001104,13973611000001108,Olanzapine 2.5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,6
14015911000001104,23394411000001107,Olanzapine 2.5mg/5ml oral suspension,70,ml,"SF, STD, LF, CF, NSF, AF, FF",,3514
16634911000001105,16632711000001103,Paraldehyde 50% in Olive oil rectal solution,1,ml,"SF, STD",,29
16634911000001105,20977011000001107,Paraldehyde 50% in Olive oil rectal solution,10,ml,"SF, STD",,1749
23471511000001106,23394811000001109,Perindopril erbumine 4mg/5ml oral solution,1,ml,"SF, STD, LF, CF",,2
23471511000001106,23394911000001104,Perindopril erbumine 4mg/5ml oral solution,150,ml,"SF, STD, LF, CF",,1927
8671311000001103,8646911000001108,Perindopril erbumine 4mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,6
8671311000001103,23395311000001101,Perindopril erbumine 4mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,2079
8800911000001106,8789411000001107,Phenobarbital 50mg/5ml oral solution,1,ml,"SF, STD, AF, CF, FF, LF, NSF",,13
8800911000001106,20449911000001102,Phenobarbital 50mg/5ml oral solution,150,ml,"SF, STD, AF, CF, FF, LF, NSF",,9259
8800811000001101,8789811000001109,Phenobarbital 50mg/5ml oral suspension,1,ml,"SF, STD, AF, LF, NSF, FF, CF",,1
8800811000001101,20450111000001107,Phenobarbital 50mg/5ml oral suspension,100,ml,"SF, STD, AF, LF, NSF, FF, CF",,8001
8817911000001105,8814311000001100,Phenytoin 90mg/5ml oral suspension,1,ml,"SF, LF, STD, CF, NSF, AF, FF",,4
8817911000001105,19603811000001104,Phenytoin 90mg/5ml oral suspension,500,ml,"SF, LF, STD, CF, NSF, AF, FF",,3349
32658111000001102,32508411000001109,Pizotifen 250micrograms/5ml oral solution,1,ml,"SF, STD, AF",,10
32658111000001102,32508511000001108,Pizotifen 250micrograms/5ml oral solution,100,ml,"SF, STD, AF",,18583
32658211000001108,32508911000001101,Pizotifen 250micrograms/5ml oral suspension,1,ml,"SF, STD, NSF, AF, CF, FF, LF, PF",,30
32658211000001108,32509011000001105,Pizotifen 250micrograms/5ml oral suspension,100,ml,"SF, STD, NSF, AF, CF, FF, LF, PF",,4303
9408011000001102,23404811000001101,Prednisolone sodium phosphate 0.1% eye drops,10,ml,"STD, AF",Special container,2673
9408111000001101,27901911000001104,Prednisolone sodium phosphate 0.1% eye drops preservative free,10,ml,"PF, AF",Special container,2673
14016811000001101,13987111000001101,Pregabalin 75mg/5ml oral suspension,1,ml,"SF, STD, AF, LF, NSF, CF, FF",,40
14016811000001101,22250211000001109,Pregabalin 75mg/5ml oral suspension,100,ml,"SF, STD, AF, LF, NSF, CF, FF",,4199
42135911000001106,11485011000001103,Primidone 250mg/5ml oral suspension,1,ml,"SF, STD, LF, AF, FF, CF, NSF",,7
42135911000001106,35338511000001100,Primidone 250mg/5ml oral suspension,150,ml,"SF, STD, LF, AF, FF, CF, NSF",,12193
8818211000001102,8808811000001103,Primidone 50mg/5ml oral suspension,1,ml,"SF, LF, CF, NSF, STD, AF, FF",,2
8818211000001102,19934211000001108,Primidone 50mg/5ml oral suspension,150,ml,"SF, LF, CF, NSF, STD, AF, FF",,2135
8818311000001105,8809411000001108,Primidone 62.5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,8
8818311000001105,21312611000001109,Primidone 62.5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,2650
22914211000001106,22914411000001105,Propylene glycol 40% in Clobetasol 0.05% cream,1,gram,STD,,5
22914211000001106,22915111000001101,Propylene glycol 40% in Clobetasol 0.05% cream,100,gram,STD,,2502
19976611000001104,19949311000001103,Pyridostigmine bromide 20mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,10
19976611000001104,27880411000001107,Pyridostigmine bromide 20mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1726
8716711000001108,8683811000001101,Pyridostigmine bromide 30mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,1
8716711000001108,27880611000001105,Pyridostigmine bromide 30mg/5ml oral suspension,50,ml,"SF, STD, LF, CF, NSF, AF, FF",,1215
8716911000001105,8681911000001105,Pyridostigmine bromide 50mg/5ml oral suspension,1,ml,"SF, STD, AF, NSF, FF",,30
8716911000001105,32507711000001104,Pyridostigmine bromide 50mg/5ml oral suspension,100,ml,"SF, STD, AF, NSF, FF",,4149
13273611000001109,13259111000001101,Pyridoxine 100mg/5ml oral solution,1,ml,"SF, STD, CF, AF, FF, NSF",,2
13273611000001109,27882011000001104,Pyridoxine 100mg/5ml oral solution,100,ml,"SF, STD, CF, AF, FF, NSF",,2273
19976711000001108,19949011000001101,Pyridoxine 100mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,19
19976711000001108,27882211000001109,Pyridoxine 100mg/5ml oral suspension,50,ml,"SF, STD, LF, CF, NSF, AF, FF",,1904
13011711000001100,12988611000001102,Quetiapine 12.5mg/5ml oral suspension,1,ml,"SF, LF, CF, NSF, STD, AF, FF",,18
13011711000001100,19604211000001102,Quetiapine 12.5mg/5ml oral suspension,100,ml,"SF, LF, CF, NSF, STD, AF, FF",,2155
13012311000001108,12991611000001106,Quetiapine 25mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,16
13012311000001108,22250411000001108,Quetiapine 25mg/5ml oral suspension,150,ml,"SF, STD, LF, CF, NSF, AF, FF",,3985
15452111000001102,15450211000001107,Quetiapine 50mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF",,15
15452111000001102,24439011000001104,Quetiapine 50mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF",,2262
8720011000001104,8692111000001101,Quinine sulfate 200mg/5ml oral suspension,1,ml,"SF, STD, AF, FF, NSF",,1
8720011000001104,20264111000001109,Quinine sulfate 200mg/5ml oral suspension,100,ml,"SF, STD, AF, FF, NSF",,4737
8720111000001103,8692411000001106,Quinine sulfate 300mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, FF, AF",,1
8720111000001103,24439211000001109,Quinine sulfate 300mg/5ml oral suspension,150,ml,"SF, STD, LF, CF, NSF, FF, AF",,4433
8721311000001106,8695011000001107,Riboflavin 120mg/5ml oral suspension,1,ml,"SF, STD, LF, NSF, AF, CF, FF, PF",,1
8721311000001106,33859711000001105,Riboflavin 120mg/5ml oral suspension,100,ml,"SF, STD, LF, NSF, AF, CF, FF, PF",,4584
15223411000001103,15207511000001101,Salicylic acid 10% in Aqueous cream,1,gram,"SF, STD, AF, CF, FF, LF, NSF, PF",,8
15223411000001103,20276311000001108,Salicylic acid 10% in Aqueous cream,100,gram,"SF, STD, AF, CF, FF, LF, NSF, PF",,2287
15223511000001104,15207811000001103,Salicylic acid 10% in Emulsifying ointment,1,gram,"STD, All bases",,8
15223511000001104,20276111000001106,Salicylic acid 10% in Emulsifying ointment,100,gram,"STD, All bases",,2122
15223611000001100,15208111000001106,Salicylic acid 10% in Hydrous ointment,1,gram,"STD, All bases",,8
15223611000001100,30005711000001104,Salicylic acid 10% in Hydrous ointment,100,gram,"STD, All bases",,2122
15223711000001109,15208411000001101,Salicylic acid 10% in White soft paraffin,1,gram,"STD, All bases",,8
15223711000001109,20276911000001109,Salicylic acid 10% in White soft paraffin,100,gram,"STD, All bases",,2122
17663111000001102,17655911000001109,Salicylic acid 10% in Yellow soft paraffin,1,gram,"STD, All bases",,8
17663111000001102,20277311000001106,Salicylic acid 10% in Yellow soft paraffin,100,gram,"STD, All bases",,2122
15223811000001101,15208711000001107,Salicylic acid 2% / Sulfur 2% in Aqueous cream,1,gram,STD,,55
15223811000001101,21517811000001109,Salicylic acid 2% / Sulfur 2% in Aqueous cream,100,gram,STD,,5961
15224011000001109,15209811000001106,Salicylic acid 2% in Aqueous cream,1,gram,STD,,2
15224011000001109,20440011000001109,Salicylic acid 2% in Aqueous cream,100,gram,STD,,3182
15224611000001102,15213111000001100,Salicylic acid 20% in Emulsifying ointment,1,gram,"All bases, STD",,1
15224611000001102,20378211000001105,Salicylic acid 20% in Emulsifying ointment,100,gram,"All bases, STD",,2727
30104211000001103,29939311000001103,Salicylic acid 20% in Hydrous ointment,1,gram,"All bases, STD",,1
30104211000001103,29939411000001105,Salicylic acid 20% in Hydrous ointment,100,gram,"All bases, STD",,2727
15224511000001101,15213611000001108,Salicylic acid 20% in White soft paraffin,1,gram,"All bases, STD",,1
15224511000001101,20379511000001102,Salicylic acid 20% in White soft paraffin,100,gram,"All bases, STD",,2727
30104311000001106,29939811000001107,Salicylic acid 20% in Yellow soft paraffin,1,gram,"All bases, STD",,1
30104311000001106,29939911000001102,Salicylic acid 20% in Yellow soft paraffin,100,gram,"All bases, STD",,2727
15225311000001106,15217811000001101,Salicylic acid 5% cream,1,gram,STD,,4
15225311000001106,20381411000001105,Salicylic acid 5% cream,100,gram,STD,,2321
15225411000001104,15218111000001109,Salicylic acid 5% in Emulsifying ointment,1,gram,"SF, All bases, STD, AF, CF, FF, LF",,7
15225411000001104,20381911000001102,Salicylic acid 5% in Emulsifying ointment,100,gram,"SF, All bases, STD, AF, CF, FF, LF",,1796
30104411000001104,29938811000001100,Salicylic acid 5% in Hydrous ointment,1,gram,"SF, All bases, STD, AF, CF, FF, LF",,7
30104411000001104,29939111000001100,Salicylic acid 5% in Hydrous ointment,100,gram,"SF, All bases, STD, AF, CF, FF, LF",,1796
15225511000001100,15218411000001104,Salicylic acid 5% in White soft paraffin,1,gram,"SF, All bases, STD, AF, CF, FF, LF",,7
15225511000001100,20382411000001100,Salicylic acid 5% in White soft paraffin,100,gram,"SF, All bases, STD, AF, CF, FF, LF",,1796
20285811000001104,20285911000001109,Salicylic acid 5% in Yellow soft paraffin,1,gram,"SF, All bases, STD, AF, CF, FF, LF",,7
20285811000001104,20286011000001101,Salicylic acid 5% in Yellow soft paraffin,100,gram,"SF, All bases, STD, AF, CF, FF, LF",,1796
15452511000001106,15448611000001109,Sildenafil 10mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, LF, CF, FF, PF",,1
15452511000001106,22250711000001102,Sildenafil 10mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, LF, CF, FF, PF",,10004
14058111000001103,14031511000001103,Sildenafil 25mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, LF, CF, FF, PF",,1
14058111000001103,22250911000001100,Sildenafil 25mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, LF, CF, FF, PF",,9077
13047311000001101,13035511000001102,Sodium benzoate 500mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,7
13047311000001101,21313211000001101,Sodium benzoate 500mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF, PF",,3479
13275711000001104,13258711000001109,Sodium chloride 1.17g/5ml (4mmol/ml) oral solution,1,ml,"SF, STD, LF, AF, CF, FF, PF",,3
13275711000001104,22385111000001106,Sodium chloride 1.17g/5ml (4mmol/ml) oral solution,100,ml,"SF, STD, LF, AF, CF, FF, PF",,711
8723111000001105,8700111000001106,Sodium chloride 1.5g/5ml (5.13mmol/ml) oral solution,1,ml,"SF, STD, LF, CF, AF, FF, PF, NSF",,2
8723111000001105,22251111000001109,Sodium chloride 1.5g/5ml (5.13mmol/ml) oral solution,100,ml,"SF, STD, LF, CF, AF, FF, PF, NSF",,2057
14984511000001100,14976211000001102,Sodium dihydrogen phosphate dihydrate 780mg/5ml oral solution,1,ml,"SF, STD, LF, AF, FF, PF, CF",,1
14984511000001100,24439611000001106,Sodium dihydrogen phosphate dihydrate 780mg/5ml oral solution,100,ml,"SF, STD, LF, AF, FF, PF, CF",,3796
8726911000001102,8705311000001101,Sotalol 25mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,5
8726911000001102,27882411000001108,Sotalol 25mg/5ml oral suspension,200,ml,"SF, STD, LF, CF, NSF, AF, FF",,1699
8726311000001103,8707111000001107,Spironolactone 5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, FF, AF",,2
8726311000001103,20433011000001100,Spironolactone 5mg/5ml oral suspension,125,ml,"SF, STD, LF, CF, NSF, FF, AF",,1520
22154911000001108,22090711000001102,Sucralfate 2g/20ml enema,1,enema,"STD, AF",Special container,1881
8823011000001106,8822611000001109,Tacrolimus 5mg/5ml oral suspension,1,ml,"SF, AF, CF, FF, LF, NSF, STD",,1
8823011000001106,19600711000001103,Tacrolimus 5mg/5ml oral suspension,100,ml,"SF, AF, CF, FF, LF, NSF, STD",,19515
